PREGUNTA,RESPUESTA
¿Qué es la homologación externa?,"La homologación externa ocurre cuando un estudiante solicita que le sean homologadas asignaturas cursadas en otro programa de postgrado de una institución de educación superior. La Universidad Sergio Arboleda determinará la viabilidad de dicha solicitud, la cual no podrá exceder el 40% del total de los créditos del programa en el que se encuentra matriculado. El Director del Postgrado verificará que los objetivos, créditos, contenidos e intensidad horaria sean semejantes y que la nota definitiva haya sido aprobatoria en los términos del artículo 30 del reglamento."
¿Cuál es la validez de los créditos académicos cursados y aprobados para ser homologados?,"Los créditos académicos cursados y aprobados tendrán una validez hasta de tres (3) años para Especialización y hasta de cinco (5) años para Maestría y Doctorado, previo concepto favorable del Director, para que la Universidad los reconozca como créditos que pueden ser homologados en otros planes de estudio diferentes a aquel en el que estaba inscrito el estudiante."
¿Qué es la prueba de validación por suficiencia?,La prueba de validación por suficiencia permite a los estudiantes solicitar pruebas de validación cuando consideran que sus conocimientos son acreditables con suficiencia. Corresponderá al Director del Programa decidir sobre la solicitud y hacer exigibles los requisitos adicionales. La validación producirá el efecto de la homologación si el examen es aprobado con una nota igual o superior a cuatro punto cero (4.0).
¿Cuándo deben presentarse las pruebas de validación por suficiencia?,"Las pruebas de validación deberán ser presentadas durante el período académico que curse el estudiante y consistirán en un examen diseñado por el Director de la respectiva especialización, maestría o doctorado. Este examen tiene por objeto comprobar el conocimiento sobre la totalidad de la asignatura que se pretende validar."
¿Cuál es el límite para la validación de créditos académicos mediante pruebas de suficiencia?,Podrá validarse hasta el 25% del total de créditos académicos mediante pruebas de validación por suficiencia.
¿Qué es la evaluación en la Universidad Sergio Arboleda?,"a evaluación es el acto mediante el cual el docente valora y estimula el proceso de enseñanza-aprendizaje mediante la emisión de juicios, con el fin de estimar los conocimientos, aptitudes y rendimiento de los estudiantes."
¿Qué tipo de evaluaciones pueden implementar los docentes según la política institucional?,"Los docentes deben implementar un modelo participativo en sus evaluaciones, que puede incluir trabajos de investigación dirigidos, talleres, ensayos, roles, informes u otros métodos apropiados. Las evaluaciones pueden ser orales o escritas, y pueden utilizar herramientas tecnológicas, siendo presenciales o virtuales, según la modalidad y exigencias del programa."
¿Qué debe hacer el profesor al inicio de cada asignatura en relación con las evaluaciones?,"Al inicio de cada asignatura, el profesor debe entregar a los estudiantes el programa que incluya el contenido, la metodología de evaluación y el valor de las pruebas, previa aprobación del Director del Programa. No se aceptan autoevaluaciones ni notas apreciativas."
¿Dónde y cuándo se presentan las pruebas según el reglamento?,"Las pruebas se presentarán en las instalaciones de la Universidad en la fecha y hora fijadas por la respectiva autoridad académica, dentro del Calendario Académico."
¿Cuál es la calificación aprobatoria mínima para todas las pruebas y asignaturas?,La calificación aprobatoria mínima para todas las pruebas presentadas y para una asignatura que se cursa por primera vez es de tres punto cinco (3.5).
¿Cómo se maneja la aproximación de calificaciones cuando se expresan en centésimas?,"Cuando una calificación definitiva arroje como resultado una cifra expresada en centésimas, se aproximará a la décima más cercana."
¿Qué calificación se asigna a los estudiantes que pierden la asignatura por fallas o no presentan examen supletorio?,Se extenderá una nota de cero punto cero (0.0) para los estudiantes que hayan perdido la asignatura por fallas. La misma calificación será asignada a quienes no hayan presentado examen supletorio.
¿Cuándo se reconocerá una asignatura como aprobada y se concederán los créditos correspondientes?,Solo cuando en la calificación final se haya alcanzado por lo menos la calificación aprobatoria mínima de tres punto cinco (3.5) se reconocerá la asignatura como aprobada y se concederán los créditos asignados a dicha asignatura como válidos para la obtención del título que otorga el Programa.
¿Qué tipo de pruebas supletorias se pueden presentar?,"Se pueden presentar pruebas supletorias de las evaluaciones orales y escritas, de los trabajos y de las pruebas parciales o finales."
¿Quién autoriza la presentación de pruebas supletorias y cuál es el procedimiento para solicitarlas?,"La autorización para la presentación de pruebas supletorias será otorgada por el respectivo Director del Programa y/o el Decano de la Escuela respectiva. La justificación para solicitarla se debe hacer mediante un escrito dirigido al Director del Programa Académico dentro de los cinco (5) días hábiles siguientes a la fecha en que se realizó la prueba. El Director decidirá sobre la procedencia dentro de los cinco (5) días hábiles siguientes a la recepción de la solicitud e indicará, en caso de aceptarla, la fecha y forma de desarrollo del examen supletorio."
¿Existe alguna posibilidad de presentar una prueba supletoria si se pierde el examen supletorio?,"No, no habrá prueba supletoria del examen supletorio y su no presentación será calificada con cero punto cero (0.0)."
¿De qué tipo serán las pruebas supletorias comparadas con las pruebas originales?,"Las pruebas supletorias de los exámenes, parciales, trabajos y evaluaciones orales en clase serán del mismo tipo de la realizada originalmente."
¿Cuándo se fijará la fecha de presentación de una prueba supletoria?,La fecha de presentación de la prueba supletoria se fijará dentro de los cinco (5) días hábiles siguientes a la fecha en que fue autorizada la prueba supletoria.
¿Qué costo tienen las pruebas supletorias y cuándo se debe cancelar?,El costo de las pruebas supletorias será el que señale la Universidad. El estudiante debe cancelar el costo antes de la presentación del examen correspondiente.
"¿Qué debe hacer un estudiante si desea reclamar sobre las calificaciones obtenidas en exámenes parciales, finales o trabajos?",El estudiante debe presentar un reclamo por escrito ante el Director del Programa Académico dentro de los cinco (5) días hábiles siguientes al día en que se publica la calificación en referencia. La petición debe ser sustentada en forma clara y precisa.
¿Quién concede la revisión de las calificaciones y cómo se tramitará?,"El Decano o el Director del Programa concederán la revisión mencionada, la cual se tramitará ante el correspondiente docente."
¿Qué puede suceder con la calificación tras la revisión?,"En la revisión efectuada, se podrá disminuir, confirmar o aumentar la calificación obtenida por el estudiante. La nota resultante será la que se registre oficialmente."
"¿Qué se entiende por ""publicación"" de una calificación?","Se entiende por publicación el acto por medio del cual la autoridad competente del Programa académico da a conocer la calificación, a través del mecanismo establecido por la Universidad."
¿Qué puede hacer un estudiante si considera que la decisión del profesor no corresponde a los criterios de evaluación?,"El estudiante puede solicitar la designación de un segundo calificador mediante un escrito debidamente sustentado, dirigido al Director de Especialización, Maestría o Doctorado o al Decano de la Escuela, dentro de los cinco (5) días hábiles siguientes al conocimiento de la decisión. Si la petición está fundamentada, se procederá a designar un segundo calificador cuya decisión será definitiva e inmodificable y reemplazará la primera nota."
¿Qué debe hacer un estudiante si está en desacuerdo con la calificación de una evaluación oral?,El estudiante debe manifestar su desacuerdo al profesor inmediatamente después de conocida la calificación y solicitar su reconsideración. En la revisión de las evaluaciones orales se levantará un acta en la cual se reconstruye la evaluación oral utilizando los medios establecidos por la Universidad y se consignarán las razones para la confirmación o modificación de la calificación.
¿Cuál es la calificación mínima aprobatoria para una asignatura en el reglamento de posgrados?,La calificación mínima aprobatoria para una asignatura es de tres punto cinco (3.5).
¿Qué ocurre si un estudiante reprueba una asignatura?,Toda asignatura que se repruebe debe repetirse. Una asignatura puede repetirse hasta por dos veces.
¿Cuál es la nota mínima aprobatoria si un estudiante repite una asignatura por primera vez?,"Si la asignatura se repite por primera vez, la nota mínima aprobatoria deberá ser de cuatro punto cero (4.0)."
¿Cuál es la nota mínima aprobatoria si un estudiante repite una asignatura por segunda vez?,"Si la asignatura se repite por segunda vez, la nota mínima aprobatoria deberá ser de cuatro punto cinco (4.5)."
¿Qué deben hacer los estudiantes para repetir una asignatura?,"La repetición de una asignatura podrá hacerse previo el pago de los derechos económicos correspondientes, cursando la materia en un período académico regular o mediante cursos nivelatorios."
Qué son los cursos nivelatorios?,"Los cursos nivelatorios son aquellos que permiten a los estudiantes nivelar las asignaturas que hayan cursado y perdido, aplazado o retirado, así como ver asignaturas que no hayan cursado, en períodos diferentes a los regulares, programados por la Dirección del correspondiente Postgrado."
Cómo se imparten los cursos nivelatorios?,Los cursos nivelatorios podrán dictarse de manera semipresencial bajo la directa supervisión de un docente experto en el tema y designado para tal fin por el Director del Programa.
¿Cuál es la equivalencia entre los cursos nivelatorios y los cursos regulares?,"El contenido, la metodología y la intensidad horaria de cada curso nivelatorio serán los mismos que los del curso regular."
¿De qué depende la programación de los cursos nivelatorios?,La programación de los cursos nivelatorios es discrecional de la Universidad y dependerá del número de estudiantes que aspiren a cursarlos.
¿Qué entidad establece las condiciones y el costo de los cursos nivelatorios?,"La Decanatura de la Escuela respectiva podrá establecer las condiciones y la forma en que se desarrolle cada curso, y su costo será el que para tal efecto estipule la Dirección Financiera de la Universidad."
¿Cuáles son los requisitos académicos para optar al título en los programas de posgrado?,"Para obtener el título correspondiente, el estudiante deberá cumplir con los siguientes requisitos:                                                                                               1. Haber cursado y aprobado la totalidad de los créditos académicos establecidos por cada Programa, así como cumplir los requisitos específicos establecidos en los reglamentos internos para las Maestrías y Doctorados.
2. Haber cancelado los derechos de grado y encontrarse a paz y salvo por todo concepto con la Universidad y, en particular, con el Departamento de Cartera y la Biblioteca de la Institución.
3. Acreditar los demás documentos académicos y administrativos que señalen las normas legales y reglamentarias de la Universidad."
¿Cuál es el plazo máximo para obtener el título de Especialista en la Universidad Sergio Arboleda?,"El plazo máximo para obtener el título de Especialista es de tres (3) años, contados a partir de la fecha de la matrícula inicial en el respectivo Programa."
¿Cuál es el plazo máximo para obtener el título de Maestría en la Universidad Sergio Arboleda?,"El plazo máximo para obtener el título de Maestría es de cinco (5) años, contados a partir de la fecha de la matrícula inicial en el respectivo Programa."
¿Cuál es el plazo máximo para obtener el título de Doctorado en la Universidad Sergio Arboleda?,"El plazo máximo para obtener el título de Doctorado es de siete (7) años, contados a partir de la fecha de la matrícula inicial en el respectivo Programa."
¿Puede la Universidad exigir requisitos adicionales para obtener el título después del plazo máximo establecido?,"Sí, la Universidad se reserva el derecho de exigir requisitos de actualización al interesado si el plazo máximo para obtener el título ha sido excedido."
¿Qué programas de posgrado ofrece la Universidad Sergio Arboleda?,"La Universidad ofrece especializaciones, maestrías y doctorados en diversas áreas como derecho, negocios, ingeniería, comunicación, entre otras."
¿Cuáles son los requisitos de admisión?,"Depende del programa, pero generalmente incluyen hoja de vida, título profesional, entrevista y pruebas de admisión."
¿Cómo es el proceso de inscripción y cuáles son las fechas clave?,"Debes diligenciar el formulario en línea, subir documentos y estar atento al calendario académico publicado en la página web institucional."
¿Qué modalidades tiene el programa que me interesa?,"Algunos programas se ofrecen en modalidad presencial, virtual o híbrida. Puedes verificarlo en la descripción del programa."
¿A quién puedo acudir si tengo dudas sobre mi plan de estudios?,Puedes comunicarte con el director del programa o con la coordinación académica de posgrados.
¿Qué recursos académicos tengo disponibles?,"Tienes acceso a biblioteca, bases de datos, plataformas virtuales y tutorías académicas."
¿Qué servicios ofrece la Universidad para egresados?,"La Universidad ofrece educación continua, eventos, diplomados y acceso a la bolsa de empleo."
¿Dónde puedo actualizar mis datos?,Puedes actualizar tus datos en el portal de egresados o contactando a la oficina de egresados.
¿Cómo consulto mis calificaciones y avances académicos?,Puedes ingresar al portal académico con tu usuario institucional para revisar tus calificaciones y el historial académico.
¿Dónde puedo ver el horario de mis clases?,El horario está disponible en el portal académico o puedes solicitarlo a tu coordinación de programa.
¿Qué hago si tengo un problema con un docente o una clase?,Puedes comunicarte con la coordinación de posgrados o el director del programa para plantear tu inquietud y recibir orientación.
¿Cómo solicito aplazamiento de semestre o cancelación de asignatura?,"Debes presentar la solicitud formal a la coordinacion del programa , cumpliendo con los plazos establecidos."
¿Hay apoyo psicológico o consejería académica disponible?,"Sí, la Universidad ofrece servicios de bienestar universitario que incluyen apoyo psicológico y acompañamiento académico."
¿Qué pasa si no puedo asistir a una clase?,"Te recomendamos notificar al docente yla coordinacion del programa, no puedes superar el 25% del total de fallas durante una materia."
¿Qué requisitos debo cumplir para graduarme?,"Debes aprobar todas las asignaturas del plan de estudios, cumplir con el trabajo de grado y estar a paz y salvo académica y financieramente"
Cómo hago seguimiento a mi trabajo de grado o tesis?,"Debes mantener comunicación constante con tu tutor o director de trabajo, y seguir los cronogramas definidos por tu programa."
¿Como postularme a grados?,"UNIVERSIDAD SERGIO ARBOLEDA
Escuela de Ciencias Exactas e Ingeniería

PROCESO PARA MARCACIÓN COMO FUTURO EGRESADO Y POSTULACIÓN A GRADO

Fase 1: Marcación como futuro egresado
Una vez culmines la totalidad de tu plan de estudios, incluyendo práctica profesional y opción de grado, deberás postularte a la Fase 1 del proceso, con el fin de obtener tu marcación como futuro egresado. Esta fase siempre estará activa, lo que quiere decir que puedes postularte en cualquier momento [aquí].

Fase 2: Postulación a grados
Recibirás un correo de la Escuela con el link de postulación a grados, el cual podrás diligenciar solo si ya cuentas con la confirmación de marcación como futuro egresado, de lo contrario será rechazada tu postulación.

*Esta fase sí cuenta con restricción de fecha, según calendario académico."
¿Habrá cambios próximos en el plan de estudios de Ingeniería Electrónica?,"si, vamos a realizar una actualziación enfocada a sistemas inteligentes y actualziación en diseño electronico"
¿Hay posibilidad de cursar materias de otras ingenierías como complementarias?,"Sí, debes realizar la solicitud a la Escuela, ya que, al no ser asignaturas de tu programa, te pedirá el prerrequisito. Recuerda que estas no son homologables a menos que tu Director lo apruebe, y deberás pagar el costo según el número de créditos."
¿Puedo hacer mi trabajo de grado en colaboración con una empresa?,"Sí, puedes hacerlo, pero es importante contar con el consentimiento de la empresa, ya que deberás firmar una carta de autorización para la reproducción, comunicación pública y puesta a disposición en préstamo de tu trabajo de grado. De conformidad con lo establecido en el artículo 30 de la Ley 23 de 1982 y el artículo 11 de la Decisión Andina 351 de 1993, los autores conservan los derechos morales sobre el trabajo de grado, los cuales son irrenunciables, imprescriptibles, inembargables e inalienables."
¿Qué tan actualizados están los laboratorios y equipos usados en clases prácticas?,"La Universidad realiza, semestre a semestre, una inversión presupuestal destinada al mantenimiento preventivo y correctivo de los equipos utilizados en los laboratorios. Asimismo, se efectúan adquisiciones periódicas de equipos, reactivos y otros insumos esenciales para el desarrollo de las actividades prácticas. La vigencia y operatividad de estos recursos también dependen del uso adecuado que les den los estudiantes, conforme a las normativas establecidas."
¿Qué software profesional tenemos licenciado como estudiantes ?,Se tiene en el área de ingeneiria y tecnologia a ALTIUM y MATLAB
¿Cuántas asignaturas prácticas se imparten en los primeros semestres?,"La proporción de clases prácticas depende del programa académico que curses. En los primeros semestres, los estudiantes suelen ver asignaturas de ciencias básicas, muchas de las cuales incluyen un componente práctico de laboratorio. En promedio, aproximadamente el 60 % de estas asignaturas tienen un enfoque práctico, lo cual permite a los estudiantes aplicar los conceptos teóricos en un entorno controlado y formativo."
¿Se actualizan los contenidos de las materias con base en nuevas tecnologías?,"Cada semestre, el docente realiza la debida actualización del contenido programático de la asignatura, ejerciendo su libertad de cátedra, pero respetando los lineamientos establecidos y contando con el respectivo visto bueno por parte de la Dirección."
¿Hay materias que integren proyectos interdisciplinarios?,"Sí, específicamente en asignaturas como las electivas de libre elección, emprendimiento, profundización, humanidades, entre otras, donde participan estudiantes de diferentes programas y se desarrollan proyectos conjuntos."
¿Cuántos créditos optativos debo cursar y cómo se eligen?,"Es importante que revises tu plan de estudios para identificar el número total de créditos correspondientes a asignaturas optativas, ya que este requisito varía según el programa académico. La oferta de dichas asignaturas debe ser consultada con tu Escuela, dado que puede cambiar en cada semestre académico, tanto en términos de disponibilidad como de horarios."
¿Qué laboratorios especializados están disponibles para Ingeniería Electrónica?,"Tenemos laboratorios especializados en automatización, control y telecomunicaciones"
"¿Existen ferias, concursos o exposiciones donde presentar proyectos desarrollados?","Sí, la Escuela cuenta con dos eventos principales durante el año: en el primer semestre se realiza el Data Fest y en el segundo semestre, la Feria de Pensamiento e Innovación. Adicionalmente, también se difunden eventos externos en los que los estudiantes pueden postularse y participar, previa autorización de la Dirección."
¿Hay acceso libre a laboratorios fuera del horario de clases?,"No es posible hacer uso libre de los laboratorios, ya que su acceso debe ser gestionado a través de los auxiliares de laboratorio. Esto se debe a que las actividades en estos espacios requieren acompañamiento técnico y control en el préstamo de materiales. Te invitamos a reservar con anticipación y aprovechar estos espacios, que están disponibles para reforzar tu formación práctica."
"¿Qué herramientas o kits de desarrollo (Arduino, ESP32, Raspberry Pi) están disponibles?",en este momento tenemos kit de desarrollo de plataforma arduino
"¿Existen clubes o grupos estudiantiles de electrónica, robótica o programación?","Aunque actualmente no existe un grupo estudiantil formal en este tema, tienes la posibilidad de tomar la iniciativa y conformarlo junto con tus compañeros. Contarás con el respaldo de tus docentes y de la Escuela, quienes podrán orientarte y acompañarte en el proceso. Esta es una excelente oportunidad para fortalecer el liderazgo, el trabajo en equipo y la proyección de ideas innovadoras o tenemos el semillero de robotica el cual es manejado por el Profesro Ricardo Fonseca."
¿Cómo puedo acceder a becas o apoyos económicos como estudiante de ingeniería?,"Oportunidades de Becas para Estudiantes
En la Universidad, reconocemos el esfuerzo y compromiso académico de nuestros estudiantes. Por ello, existen diversas opciones de apoyo económico a las que puedes postularte:

- Convenios Activos
Puedes acercarte a la Oficina de Admisiones para conocer los convenios vigentes con diferentes entidades. Estos acuerdos pueden ofrecer beneficios económicos según tu perfil y situación particular.

- Beca de Honores
Si no aplicas a los convenios, tienes la posibilidad de postularte a la Beca de Honores, dirigida a estudiantes con los mejores promedios académicos. Para participar, es indispensable cumplir con el requisito de segunda lengua.
"
¿Qué apoyo recibe un estudiante que quiere publicar un artículo científico?,Cuentas con todo el apoyo para publicar un artículo de investigación. Solo debes acercarte a uno de los semilleros de investigación activos en la Escuela que esté relacionado con la temática de tu artículo. Allí te orientarán en todo el proceso de publicación.
¿Qué proyectos interdisciplinarios entre electrónica y otras áreas están activos?,"a la fecha no se tienen proyectos activos pero estamos desarrollando algunos de agrucultura de presicion, continuar con la siguiente etapa del telescopio TORUS y crear nuestra propia maquina de reciclacle de material de impresión 3D"
¿Puedo proponer una línea de investigación propia?,"No, ya que estas estan asociadas al grupo de investigación ya estipulados por la escuela"
"¿La universidad tiene alianzas con comunidades tecnológicas (como IEEE, ACM, etc.)?",tenemos relacion con la IEEE
¿Cuál es el prerrequisito de Programación para IE?,Pensamiento Computacional
¿Cuál es el prerrequisito de Análisis de Circuitos?,Introducción a la IE y Laboratorio
¿Cuál es el prerrequisito de Física Electromagnética y Laboratorio?,Física Mecánica y Laboratorio
¿Cuál es el prerrequisito de Cálculo Integral?,Cálculo Diferencial
¿Cuál es el prerrequisito de Diseño Electrónico Básico?,Análisis de Circuitos
¿Cuál es el prerrequisito de Electrónica de Semiconductores?,Física Electromagnética y Laboratorio
¿Cuál es el prerrequisito de Fluidos y Termodinámica?,Física Electromagnética y Laboratorio
¿Cuál es el prerrequisito de Electrónica Digital?,Programación para IE
¿Cuál es el prerrequisito de Cálculo Vectorial y Multivariable?,Cálculo Integral
¿Cuál es el prerrequisito de Variable Compleja?,Cálculo Vectorial y Multivariable
¿Cuál es el prerrequisito de Electrónica Aplicada?,Electrónica de Semiconductores
¿Cuál es el prerrequisito de Ondas y Campos EM?,Física Electromagnética y Laboratorio
¿Cuál es el prerrequisito de Arquitectura de Computadores?,Electrónica Digital
¿Cuál es el prerrequisito de Ecuaciones Diferenciales?,Cálculo Integral
¿Cuál es el prerrequisito de Diseño Electrónico Intermedio?,Diseño Electrónico Básico
¿Cuál es el prerrequisito de Teoría de Sistemas Lineales?,Electrónica Aplicada
¿Cuál es el prerrequisito de Sensores e Instrumentación?,Ondas y Campos EM
¿Cuál es el prerrequisito de Sistemas Embebidos?,Arquitectura de Computadores
¿Cuál es el prerrequisito de Inteligencia Artificial?,Electrónica Digital
¿Cuál es el prerrequisito de Seminario de I+D+I?,Teoría de Sistemas Lineales
¿Cuál es el prerrequisito de Opción de grado?,Seminario de I+D+I
¿Cuál es el prerrequisito de Diseño de Producto 2?,Diseño de Producto 1
¿Cuál es el prerrequisito de Cálculo diferencial?,Introducción al Cálculo
¿Cuál es el prerrequisito de Álgebra Lineal I?,Fundamentos de Matemáticas
¿Cuál es el prerrequisito de Matemáticas discretas?,Fundamentos de Matemáticas
¿Cuál es el prerrequisito de Cálculo Integral y Series?,Cálculo diferencial
¿Cuál es el prerrequisito de Teoría de Números?,Álgebra Lineal I
¿Cuál es el prerrequisito de Álgebra Lineal II?,Álgebra Lineal I
¿Cuál es el prerrequisito de Cálculo Vectorial?,Cálculo Integral y Series
¿Cuál es el prerrequisito de Probabilidad?,Matemáticas discretas
¿Cuál es el prerrequisito de Ecuaciones Diferenciales Ordinarias?,Cálculo Integral y Series
¿Cuál es el prerrequisito de Análisis Matemático?,Cálculo Vectorial
¿Cuál es el prerrequisito de Estadística?,Probabilidad
¿Cuál es el prerrequisito de Álgebra Abstracta?,Álgebra Lineal II
¿Cuál es el prerrequisito de Variable Compleja?,Análisis Matemático
¿Cuál es el prerrequisito de Topología?,Álgebra Abstracta
¿Cuál es el prerrequisito de Computación científica II?,Computación científica I
¿Cuál es el prerrequisito de Computación científica III?,Computación científica II
¿Cuál es el prerrequisito de Modelación de fenómenos naturales I?,Computación científica II
¿Cuál es el prerrequisito de Modelación de fenómenos naturales II?,Modelación de fenómenos naturales I
¿Cuál es el prerrequisito de Modelación de fenómenos naturales III?,Modelación de fenómenos naturales II
¿Cuál es el prerrequisito de Fundamentos de Diseño de Software?,Pensamiento Algorítmico
¿Cuál es el prerrequisito de Ciberética y Sistemas Inteligentes?,Introducción a IA-CC
¿Cuál es el prerrequisito de Estructura de Datos Lineales?,Ciencia Computacional Básica
¿Cuál es el prerrequisito de Paradigmas de Programación?,Pensamiento Algorítmico
¿Cuál es el prerrequisito de Arquitectura de Computadores?,Tecnología Inteligente y Sociedad Contemporánea
¿Cuál es el prerrequisito de Estructura de Datos No Lineales?,Estructura de Datos Lineales
¿Cuál es el prerrequisito de Análisis de Algoritmos?,Paradigmas de Programación
¿Cuál es el prerrequisito de Redes de Computación?,Arquitectura de Computadores
¿Cuál es el prerrequisito de Bases de Datos?,Estructura de Datos No Lineales
¿Cuál es el prerrequisito de Lenguajes de Programación y Transducción?,Paradigmas de Programación
¿Cuál es el prerrequisito de Sistemas Operativos?,Arquitectura de Computadores
¿Cuál es el prerrequisito de Ingeniería de Software?,Fundamentos de Diseño de Software
¿Cuál es el prerrequisito de Patrones de Diseño de Software?,Ingeniería de Software
¿Cuál es el prerrequisito de Computación Paralela y Distribuida?,Sistemas Operativos
¿Cuál es el prerrequisito de Inteligencia Artificial?,Ciencia Computacional Avanzada
¿Cuál es el prerrequisito de Big Data e Ingeniería de Datos?,Ciencia Computacional Avanzada
¿Cuál es el prerrequisito de Seguridad de la Información?,Redes de Computación
¿Cuál es el prerrequisito de Arquitectura de Software?,Ingeniería de Software
¿Cuál es el prerrequisito de Aprendizaje de Máquina?,Inteligencia Artificial
¿Cuál es el prerrequisito de Diseño Creativo?,Aprendizaje de Máquina
¿Cuál es el prerrequisito de Opción de Grado?,Seminario I+D+I
¿Cuál es el prerrequisito de Modelación Matemática para Ingeniería?,Cálculo Integral
¿Cuál es el prerrequisito de Cálculo Integral?,Cálculo Diferencial
¿Cuál es el prerrequisito de Física Mecánica y Laboratorio?,Cálculo Diferencial
¿Cuál es el prerrequisito de Modelación Matemática para Ingeniería?,Cálculo Integral
¿Cuál es el prerrequisito de Termodinámica y Laboratorio?,Física Mecánica y Laboratorio
¿Cuál es el prerrequisito de Bioquímica Ambiental?,Química y Laboratorio
¿Cuál es el prerrequisito de Química y Calidad Ambiental y Laboratorio?,Química y Laboratorio
¿Cuál es el prerrequisito de Cartografía y Aplicaciones Geoespaciales?,"Ecología, Ecosistemas y Biodiversidad"
¿Cuál es el prerrequisito de Fluidos e Hidráulica?,Modelación Matemática para Ingeniería
¿Cuál es el prerrequisito de Métodos Numéricos y Herramientas Computacionales?,Modelación Matemática para Ingeniería
¿Cuál es el prerrequisito de Balance de Materia y Energía?,Química y Calidad Ambiental y Laboratorio
¿Cuál es el prerrequisito de Ciencias de la Tierra y el Suelo?,Cartografía y Aplicaciones Geoespaciales
¿Cuál es el prerrequisito de Ordenamiento Territorial en Colombia?,Ciencias de la Tierra y el Suelo
¿Cuál es el prerrequisito de Análisis Ambiental de Procesos Unitarios?,Balance de Materia y Energía
¿Cuál es el prerrequisito de Manejo y Remediación de Suelos?,Ciencias de la Tierra y el Suelo
"¿Cuál es el prerrequisito de Gestión Integral de Residuos Sólidos, Tóxicos y Peligrosos?",Balance de Materia y Energía
¿Cuál es el prerrequisito de Control y Simulación Atmosférica?,Clima Change: the science and global impact
¿Cuál es el prerrequisito de Hydrodynamic Modeling?,Fluidos e Hidráulica
"¿Cuál es el prerrequisito de Evaluación, Planes de Manejo y Monitoreo Ambiental?","Gestión Integral de Residuos Sólidos, Tóxicos y Peligrosos"
¿Cuál es el prerrequisito de Formulación y Evaluación de Proyectos Socioambientales?,Ordenamiento Territorial en Colombia
¿Cuál es el prerrequisito de Sistemas de Gestión y Política Ambiental?,"Evaluación, Planes de Manejo y Monitoreo Ambiental"
¿Cuál es el prerrequisito de Opción de Grado?,Seminario I+D+I
